anio,establecimiento,rbd,prueba,promedio
2026,"Colegio Proyecto De Futuro
Rama",7202-310,M1,578.3
2026,"Colegio Proyecto De Futuro
Rama",7202-310,M2,389.3
2026,"Colegio Proyecto De Futuro
Rama",7202-310,Historia,458.6
2026,"Colegio Proyecto De Futuro
Rama",7202-310,Ciencias,455.7
2026,"Colegio Proyecto De Futuro
Rama",7202-310,Obligatoria,576.1
2026,"Escuela Particular Alemana
Rama",7231-310,Lenguaje,553.3
2026,"Escuela Particular Alemana
Rama",7231-310,M1,576.9
2026,"Escuela Particular Alemana
Rama",7231-310,M2,440.5
2026,"Escuela Particular Alemana
Rama",7231-310,Historia,497.6
2026,"Escuela Particular Alemana
Rama",7231-310,Ciencias,417.8
2026,"Escuela Particular Alemana
Rama",7231-310,Obligatoria,565.1
2026,"Liceo Bicentenario Vicente Pérez Rosales
Rama",7236-310,Lenguaje,591.1
2026,"Liceo Bicentenario Vicente Pérez Rosales
Rama",7236-310,M1,575.6
2026,"Liceo Bicentenario Vicente Pérez Rosales
Rama",7236-310,M2,377.5
2026,"Liceo Bicentenario Vicente Pérez Rosales
Rama",7236-310,Historia,482.3
2026,"Liceo Bicentenario Vicente Pérez Rosales
Rama",7236-310,Ciencias,430.3
2026,"Liceo Bicentenario Vicente Pérez Rosales
Rama",7236-310,Obligatoria,583.3
2026,"Colegio Bicentenario Crucero Oscar Daniel
Rama",7240-310,Lenguaje,510.0
2026,"Colegio Bicentenario Crucero Oscar Daniel
Rama",7240-310,M1,490.7
2026,"Colegio Bicentenario Crucero Oscar Daniel
Rama",7240-310,M2,360.6
2026,"Colegio Bicentenario Crucero Oscar Daniel
Rama",7240-310,Historia,465.3
2026,"Colegio Bicentenario Crucero Oscar Daniel
Rama",7240-310,Ciencias,402.8
2026,"Colegio Bicentenario Crucero Oscar Daniel
Rama",7240-310,Obligatoria,502.0
2026,"Colegio Santa Cruz
Rama",7276-310,Lenguaje,613.5
2026,"Colegio Santa Cruz
Rama",7276-310,M1,619.5
2026,"Colegio Santa Cruz
Rama",7276-310,M2,423.1
2026,"Colegio Santa Cruz
Rama",7276-310,Historia,472.0
2026,"Colegio Santa Cruz
Rama",7276-310,Ciencias,443.1
2026,"Colegio Santa Cruz
Rama",7276-310,Obligatoria,616.5
2026,"Liceo Antonio Varas
Rama",7299-310,Lenguaje,603.7
2026,"Liceo Antonio Varas
Rama",7299-310,M1,614.6
2026,"Liceo Antonio Varas
Rama",7299-310,M2,401.5
2026,"Liceo Antonio Varas
Rama",7299-310,Historia,505.1
2026,"Liceo Antonio Varas
Rama",7299-310,Ciencias,420.4
2026,"Liceo Antonio Varas
Rama",7299-310,Obligatoria,609.1
2026,"Colegio Inti Suyay
Rama",7323-363,Lenguaje,453.1
2026,"Colegio Inti Suyay
Rama",7323-363,M1,479.4
2026,"Colegio Inti Suyay
Rama",7323-363,M2,362.0
2026,"Colegio Inti Suyay
Rama",7323-363,Historia,433.1
2026,"Colegio Inti Suyay
Rama",7323-363,Ciencias,389.6
2026,"Colegio Inti Suyay
Rama",7323-363,Obligatoria,466.2
2026,"Liceo Carmela Carvajal De Prat
Rama",7325-310,Lenguaje,582.9
2026,"Liceo Carmela Carvajal De Prat
Rama",7325-310,M1,594.8
2026,"Liceo Carmela Carvajal De Prat
Rama",7325-310,M2,386.3
2026,"Liceo Carmela Carvajal De Prat
Rama",7325-310,Historia,476.3
2026,"Liceo Carmela Carvajal De Prat
Rama",7325-310,Ciencias,436.8
2026,"Liceo Carmela Carvajal De Prat
Rama",7325-310,Obligatoria,588.8
2026,"Liceo Industrial Osorno
Rama",7326-510,Lenguaje,540.5
2026,"Liceo Industrial Osorno
Rama",7326-510,M1,574.5
2026,"Liceo Industrial Osorno
Rama",7326-510,M2,393.1
2026,"Liceo Industrial Osorno
Rama",7326-510,Historia,484.7
2026,"Liceo Industrial Osorno
Rama",7326-510,Ciencias,404.0
2026,"Liceo Industrial Osorno
Rama",7326-510,Obligatoria,557.5
2026,"Liceo Rahue
Rama",7328-310,Lenguaje,554.4
2026,"Liceo Rahue
Rama",7328-310,M1,549.0
2026,"Liceo Rahue
Rama",7328-310,M2,384.2
2026,"Liceo Rahue
Rama",7328-310,Historia,514.1
2026,"Liceo Rahue
Rama",7328-310,Ciencias,419.5
2026,"Liceo Rahue
Rama",7328-310,Obligatoria,551.7
2026,"Liceo Rahue
Rama",7328-410,Lenguaje,500.8
2026,"Liceo Rahue
Rama",7328-410,M1,496.1
2026,"Liceo Rahue
Rama",7328-410,M2,365.8
2026,"Liceo Rahue
Rama",7328-410,Historia,418.3
2026,"Liceo Rahue
Rama",7328-410,Ciencias,351.9
2026,"Liceo Rahue
Rama",7328-410,Obligatoria,498.5
2026,"Liceo Rahue
Rama",7328-610,Lenguaje,499.6
2026,"Liceo Rahue
Rama",7328-610,M1,512.7
2026,"Liceo Rahue
Rama",7328-610,M2,378.2
2026,"Liceo Rahue
Rama",7328-610,Historia,396.2
2026,"Liceo Rahue
Rama",7328-610,Ciencias,370.9
2026,"Liceo Rahue
Rama",7328-610,Obligatoria,505.8
2026,"Liceo Bicentenario De Excelencia Eleuterio Ramirez
Rama",7329-310,Lenguaje,586.2
2026,"Liceo Bicentenario De Excelencia Eleuterio Ramirez
Rama",7329-310,M1,596.1
2026,"Liceo Bicentenario De Excelencia Eleuterio Ramirez
Rama",7329-310,M2,401.6
2026,"Liceo Bicentenario De Excelencia Eleuterio Ramirez
Rama",7329-310,Historia,492.8
2026,"Liceo Bicentenario De Excelencia Eleuterio Ramirez
Rama",7329-310,Ciencias,432.0
2026,"Liceo Bicentenario De Excelencia Eleuterio Ramirez
Rama",7329-310,Obligatoria,591.4
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-410,Lenguaje,591.6
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-410,M1,587.0
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-410,M2,389.5
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-410,Historia,481.6
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-410,Ciencias,408.7
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-410,Obligatoria,588.9
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-510,Lenguaje,566.9
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-510,M1,599.2
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-510,M2,410.5
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-510,Historia,464.2
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-510,Ciencias,419.8
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-510,Obligatoria,583.1
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-610,Lenguaje,515.0
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-610,M1,506.9
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-610,M2,438.0
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-610,Historia,407.9
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-610,Ciencias,399.6
2026,"Liceo Bicentenario De Excelencia Instituto Comercia
Rama",7331-610,Obligatoria,511.2
2026,"Colegio San Jose
Rama",7388-310,Lenguaje,639.6
2026,"Colegio San Jose
Rama",7388-310,M1,682.6
2026,"Colegio San Jose
Rama",7388-310,M2,467.1
2026,"Colegio San Jose
Rama",7388-310,Historia,488.2
2026,"Colegio San Jose
Rama",7388-310,Ciencias,474.3
2026,"Colegio San Jose
Rama",7388-310,Obligatoria,660.9
2026,"Colegio Santa Marta
Rama",7401-310,Lenguaje,624.6
2026,"Colegio Santa Marta
Rama",7401-310,M1,607.6
2026,"Colegio Santa Marta
Rama",7401-310,M2,435.8
2026,"Colegio Santa Marta
Rama",7401-310,Historia,504.1
2026,"Colegio Santa Marta
Rama",7401-310,Ciencias,440.7
2026,"Colegio Santa Marta
Rama",7401-310,Obligatoria,616.1
2026,"Colegio San Mateo
Rama",7406-310,Lenguaje,695.7
2026,"Colegio San Mateo
Rama",7406-310,M1,757.6
2026,"Colegio San Mateo
Rama",7406-310,M2,528.6
2026,"Colegio San Mateo
Rama",7406-310,Historia,582.3
2026,"Colegio San Mateo
Rama",7406-310,Ciencias,597.4
2026,"Colegio San Mateo
Rama",7406-310,Obligatoria,726.7
2026,"Liceo Alianza Francesa Claude Gay
Rama",7414-310,Lenguaje,761.2
2026,"Liceo Alianza Francesa Claude Gay
Rama",7414-310,M1,852.2
2026,"Liceo Alianza Francesa Claude Gay
Rama",7414-310,M2,542.9
2026,"Liceo Alianza Francesa Claude Gay
Rama",7414-310,Historia,714.0
2026,"Liceo Alianza Francesa Claude Gay
Rama",7414-310,Ciencias,692.8
2026,"Liceo Alianza Francesa Claude Gay
Rama",7414-310,Obligatoria,806.7
2026,"Instituto Aleman De Osorno
Rama",7415-310,Lenguaje,742.0
2026,"Instituto Aleman De Osorno
Rama",7415-310,M1,842.3
2026,"Instituto Aleman De Osorno
Rama",7415-310,M2,598.0
2026,"Instituto Aleman De Osorno
Rama",7415-310,Historia,627.6
2026,"Instituto Aleman De Osorno
Rama",7415-310,Ciencias,687.8
2026,"Instituto Aleman De Osorno
Rama",7415-310,Obligatoria,792.2
2026,"Liceo Osorno College
Rama",7416-310,Lenguaje,709.9
2026,"Liceo Osorno College
Rama",7416-310,M1,793.8
2026,"Liceo Osorno College
Rama",7416-310,M2,517.8
2026,"Liceo Osorno College
Rama",7416-310,Historia,666.6
2026,"Liceo Osorno College
Rama",7416-310,Ciencias,612.7
2026,"Liceo Osorno College
Rama",7416-310,Obligatoria,751.9
2026,"Escuela De Cultura Y Difusion Artistica
Rama",7650-310,Lenguaje,566.7
2026,"Escuela De Cultura Y Difusion Artistica
Rama",7650-310,M1,571.9
2026,"Escuela De Cultura Y Difusion Artistica
Rama",7650-310,M2,406.8
2026,"Escuela De Cultura Y Difusion Artistica
Rama",7650-310,Historia,455.7
2026,"Escuela De Cultura Y Difusion Artistica
Rama",7650-310,Ciencias,432.6
2026,"Escuela De Cultura Y Difusion Artistica
Rama",7650-310,Obligatoria,569.3
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-310,Lenguaje,668.9
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-310,M1,704.3
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-310,M2,516.7
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-310,Historia,564.0
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-310,Ciencias,515.7
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-310,Obligatoria,686.6
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-410,Lenguaje,579.1
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-410,M1,612.0
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-410,M2,404.4
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-410,Historia,467.5
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-410,Ciencias,416.5
2026,"Colegio Salesiano Padre Jose Fernandez Perez
Rama",7699-410,Obligatoria,595.5
2026,"Colegio Arriaran Barros
Rama",7701-310,Lenguaje,641.6
2026,"Colegio Arriaran Barros
Rama",7701-310,M1,646.9
2026,"Colegio Arriaran Barros
Rama",7701-310,M2,402.9
2026,"Colegio Arriaran Barros
Rama",7701-310,Historia,491.0
2026,"Colegio Arriaran Barros
Rama",7701-310,Ciencias,491.5
2026,"Colegio Arriaran Barros
Rama",7701-310,Obligatoria,644.1
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-310,Lenguaje,561.7
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-310,M1,538.0
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-310,M2,396.0
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-310,Historia,520.0
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-310,Ciencias,402.0
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-310,Obligatoria,549.8
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-810,Lenguaje,475.5
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-810,M1,470.5
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-810,M2,312.0
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-810,Historia,356.0
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-810,Ciencias,375.0
2026,"Escuela Basica Fronteriza Juan Soler Manfredini
Rama",7753-810,Obligatoria,473.0
2026,"Escuela Rural Rio Puelo
Rama",7760-310,Lenguaje,552.3
2026,"Escuela Rural Rio Puelo
Rama",7760-310,M1,595.9
2026,"Escuela Rural Rio Puelo
Rama",7760-310,M2,382.6
2026,"Escuela Rural Rio Puelo
Rama",7760-310,Historia,465.0
2026,"Escuela Rural Rio Puelo
Rama",7760-310,Ciencias,435.7
2026,"Escuela Rural Rio Puelo
Rama",7760-310,Obligatoria,574.1
2026,"Liceo Politecnico Calbuco
Rama",7772-310,Lenguaje,575.4
2026,"Liceo Politecnico Calbuco
Rama",7772-310,M1,575.4
2026,"Liceo Politecnico Calbuco
Rama",7772-310,M2,389.5
2026,"Liceo Politecnico Calbuco
Rama",7772-310,Historia,442.7
2026,"Liceo Politecnico Calbuco
Rama",7772-310,Ciencias,419.8
2026,"Liceo Politecnico Calbuco
Rama",7772-310,Obligatoria,576.4
2026,"Liceo Politecnico Calbuco
Rama",7772-363,Lenguaje,537.3
2026,"Liceo Politecnico Calbuco
Rama",7772-363,M1,438.0
2026,"Liceo Politecnico Calbuco
Rama",7772-363,M2,396.0
2026,"Liceo Politecnico Calbuco
Rama",7772-363,Historia,413.5
2026,"Liceo Politecnico Calbuco
Rama",7772-363,Ciencias,373.5
2026,"Liceo Politecnico Calbuco
Rama",7772-363,Obligatoria,487.6
2026,"Liceo Politecnico Calbuco
Rama",7772-510,Lenguaje,503.2
2026,"Liceo Politecnico Calbuco
Rama",7772-510,M1,545.2
2026,"Liceo Politecnico Calbuco
Rama",7772-510,M2,410.5
2026,"Liceo Politecnico Calbuco
Rama",7772-510,Historia,429.7
2026,"Liceo Politecnico Calbuco
Rama",7772-510,Ciencias,372.8
2026,"Liceo Politecnico Calbuco
Rama",7772-510,Obligatoria,525.2
2026,"Liceo Politecnico Calbuco
Rama",7772-610,Lenguaje,556.6
2026,"Liceo Politecnico Calbuco
Rama",7772-610,M1,512.5
2026,"Liceo Politecnico Calbuco
Rama",7772-610,M2,423.0
2026,"Liceo Politecnico Calbuco
Rama",7772-610,Historia,530.0
2026,"Liceo Politecnico Calbuco
Rama",7772-610,Ciencias,393.6
2026,"Liceo Politecnico Calbuco
Rama",7772-610,Obligatoria,534.6
2026,"Liceo Politecnico Calbuco
Rama",7772-810,Lenguaje,521.0
2026,"Liceo Politecnico Calbuco
Rama",7772-810,M1,541.6
2026,"Liceo Politecnico Calbuco
Rama",7772-810,M2,394.1
2026,"Liceo Politecnico Calbuco
Rama",7772-810,Historia,409.6
2026,"Liceo Politecnico Calbuco
Rama",7772-810,Ciencias,374.6
2026,"Liceo Politecnico Calbuco
Rama",7772-810,Obligatoria,522.8
2026,"Colegio Eulogio Goycolea Garay
Rama",7773-310,Lenguaje,578.3
2026,"Colegio Eulogio Goycolea Garay
Rama",7773-310,M1,591.6
2026,"Colegio Eulogio Goycolea Garay
Rama",7773-310,M2,428.6
2026,"Colegio Eulogio Goycolea Garay
Rama",7773-310,Historia,445.6
2026,"Colegio Eulogio Goycolea Garay
Rama",7773-310,Ciencias,447.8
2026,"Colegio Eulogio Goycolea Garay
Rama",7773-310,Obligatoria,585.0
2026,"Escuela Rural Pargua
Rama",7775-310,Lenguaje,542.4
2026,"Escuela Rural Pargua
Rama",7775-310,M1,518.8
2026,"Escuela Rural Pargua
Rama",7775-310,M2,379.7
2026,"Escuela Rural Pargua
Rama",7775-310,Historia,474.2
2026,"Escuela Rural Pargua
Rama",7775-310,Ciencias,415.5
2026,"Escuela Rural Pargua
Rama",7775-310,Obligatoria,530.6
2026,"Escuela Rural El Sembrador
Rama",7776-310,Lenguaje,481.8
2026,"Escuela Rural El Sembrador
Rama",7776-310,M1,471.8
2026,"Escuela Rural El Sembrador
Rama",7776-310,M2,410.0
2026,"Escuela Rural El Sembrador
Rama",7776-310,Historia,377.3
2026,"Escuela Rural El Sembrador
Rama",7776-310,Ciencias,367.8
2026,"Escuela Rural El Sembrador
Rama",7776-310,Obligatoria,476.8
2026,"Colegio San Miguel
Rama",7826-310,Lenguaje,591.9
2026,"Colegio San Miguel
Rama",7826-310,M1,625.5
2026,"Colegio San Miguel
Rama",7826-310,M2,408.4
2026,"Colegio San Miguel
Rama",7826-310,Historia,464.4
2026,"Colegio San Miguel
Rama",7826-310,Ciencias,466.9
2026,"Colegio San Miguel
Rama",7826-310,Obligatoria,608.7
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-310,Lenguaje,535.2
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-310,M1,560.1
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-310,M2,438.0
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-310,Historia,379.8
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-310,Ciencias,465.3
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-310,Obligatoria,547.6
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-810,Lenguaje,435.7
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-810,M1,534.8
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-810,M2,0.0
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-810,Historia,429.3
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-810,Ciencias,365.8
2026,"Liceo Capitan De Fragata Francisco Vidal Gormaz
Rama",7830-810,Obligatoria,496.7
2026,"Colegio Bicentenario De Difusion Artistica Los Ulmo
Rama",7872-310,Lenguaje,538.0
2026,"Colegio Bicentenario De Difusion Artistica Los Ulmo
Rama",7872-310,M1,547.6
2026,"Colegio Bicentenario De Difusion Artistica Los Ulmo
Rama",7872-310,M2,426.8
2026,"Colegio Bicentenario De Difusion Artistica Los Ulmo
Rama",7872-310,Historia,429.9
2026,"Colegio Bicentenario De Difusion Artistica Los Ulmo
Rama",7872-310,Ciencias,380.6
2026,"Colegio Bicentenario De Difusion Artistica Los Ulmo
Rama",7872-310,Obligatoria,542.8
2026,"Colegio Ramon Angel Jara
Rama",7907-310,Lenguaje,596.8
2026,"Colegio Ramon Angel Jara
Rama",7907-310,M1,610.6
2026,"Colegio Ramon Angel Jara
Rama",7907-310,M2,416.9
2026,"Colegio Ramon Angel Jara
Rama",7907-310,Historia,503.0
2026,"Colegio Ramon Angel Jara
Rama",7907-310,Ciencias,443.1
2026,"Colegio Ramon Angel Jara
Rama",7907-310,Obligatoria,604.6
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-310,Lenguaje,578.4
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-310,M1,607.9
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-310,M2,416.0
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-310,Historia,440.7
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-310,Ciencias,436.8
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-310,Obligatoria,593.1
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-410,Lenguaje,516.1
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-410,M1,519.6
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-410,M2,388.9
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-410,Historia,427.5
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-410,Ciencias,393.9
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-410,Obligatoria,519.8
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-610,Lenguaje,481.4
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-610,M1,469.4
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-610,M2,0.0
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-610,Historia,386.8
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-610,Ciencias,351.0
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-610,Obligatoria,475.4
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-710,Lenguaje,498.3
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-710,M1,509.8
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-710,M2,0.0
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-710,Historia,394.5
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-710,Ciencias,404.8
2026,"Liceo Carlos Ibañez Del Campo
Rama",7941-710,Obligatoria,499.5
2026,"Colegio Purisimo Corazon De Maria
Rama",7942-310,Lenguaje,580.3
2026,"Colegio Purisimo Corazon De Maria
Rama",7942-310,M1,603.5
2026,"Colegio Purisimo Corazon De Maria
Rama",7942-310,M2,425.3
2026,"Colegio Purisimo Corazon De Maria
Rama",7942-310,Historia,449.1
2026,"Colegio Purisimo Corazon De Maria
Rama",7942-310,Ciencias,464.6
2026,"Colegio Purisimo Corazon De Maria
Rama",7942-310,Obligatoria,593.9
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-310,Lenguaje,625.6
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-310,M1,598.1
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-310,M2,475.7
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-310,Historia,570.2
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-310,Ciencias,414.0
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-310,Obligatoria,615.2
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-410,Lenguaje,498.2
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-410,M1,523.5
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-410,M2,390.9
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-410,Historia,389.0
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-410,Ciencias,396.6
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-410,Obligatoria,510.9
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-610,Lenguaje,504.3
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-610,M1,528.6
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-610,M2,385.2
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-610,Historia,423.8
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-610,Ciencias,371.7
2026,"Liceo Bicentenario Politecnico Holanda
Rama",7956-610,Obligatoria,517.9
2026,Escuela Particular N,7970-363,Lenguaje,537.0
2026,Escuela Particular N,7970-363,M1,566.0
2026,Escuela Particular N,7970-363,M2,431.0
2026,Escuela Particular N,7970-363,Historia,0.0
2026,Escuela Particular N,7970-363,Ciencias,335.0
2026,Escuela Particular N,7970-363,Obligatoria,551.5
2026,Liceo Industrial Chileno,7973-510,Lenguaje,522.2
2026,Liceo Industrial Chileno,7973-510,M1,554.3
2026,Liceo Industrial Chileno,7973-510,M2,391.3
2026,Liceo Industrial Chileno,7973-510,Historia,415.9
2026,Liceo Industrial Chileno,7973-510,Ciencias,386.8
2026,Liceo Industrial Chileno,7973-510,Obligatoria,540.2
2026,Colegio Particular N,7989-310,Lenguaje,590.6
2026,Colegio Particular N,7989-310,M1,573.3
2026,Colegio Particular N,7989-310,M2,401.1
2026,Colegio Particular N,7989-310,Historia,499.3
2026,Colegio Particular N,7989-310,Ciencias,406.2
2026,Colegio Particular N,7989-310,Obligatoria,581.9
2026,"Instituto Aleman De Frutillar
Rama",8000-310,Lenguaje,681.2
2026,"Instituto Aleman De Frutillar
Rama",8000-310,M1,815.3
2026,"Instituto Aleman De Frutillar
Rama",8000-310,M2,495.0
2026,"Instituto Aleman De Frutillar
Rama",8000-310,Historia,667.7
2026,"Instituto Aleman De Frutillar
Rama",8000-310,Ciencias,541.0
2026,"Instituto Aleman De Frutillar
Rama",8000-310,Obligatoria,748.2
2026,"Liceo Politecnico De Castro
Rama",8001-410,Lenguaje,567.1
2026,"Liceo Politecnico De Castro
Rama",8001-410,M1,589.9
2026,"Liceo Politecnico De Castro
Rama",8001-410,M2,383.3
2026,"Liceo Politecnico De Castro
Rama",8001-410,Historia,447.8
2026,"Liceo Politecnico De Castro
Rama",8001-410,Ciencias,406.9
2026,"Liceo Politecnico De Castro
Rama",8001-410,Obligatoria,576.9
2026,"Liceo Politecnico De Castro
Rama",8001-510,Lenguaje,561.1
2026,"Liceo Politecnico De Castro
Rama",8001-510,M1,586.9
2026,"Liceo Politecnico De Castro
Rama",8001-510,M2,391.5
2026,"Liceo Politecnico De Castro
Rama",8001-510,Historia,455.3
2026,"Liceo Politecnico De Castro
Rama",8001-510,Ciencias,412.0
2026,"Liceo Politecnico De Castro
Rama",8001-510,Obligatoria,574.0
2026,"Liceo Politecnico De Castro
Rama",8001-610,Lenguaje,569.6
2026,"Liceo Politecnico De Castro
Rama",8001-610,M1,565.2
2026,"Liceo Politecnico De Castro
Rama",8001-610,M2,392.5
2026,"Liceo Politecnico De Castro
Rama",8001-610,Historia,431.7
2026,"Liceo Politecnico De Castro
Rama",8001-610,Ciencias,413.3
2026,"Liceo Politecnico De Castro
Rama",8001-610,Obligatoria,567.2
2026,"Liceo Galvarino Riveros Cardenas
Rama",8002-310,Lenguaje,637.9
2026,"Liceo Galvarino Riveros Cardenas
Rama",8002-310,M1,659.5
2026,"Liceo Galvarino Riveros Cardenas
Rama",8002-310,M2,458.3
2026,"Liceo Galvarino Riveros Cardenas
Rama",8002-310,Historia,519.2
2026,"Liceo Galvarino Riveros Cardenas
Rama",8002-310,Ciencias,469.5
2026,"Liceo Galvarino Riveros Cardenas
Rama",8002-310,Obligatoria,650.9
2026,"Liceo Aytue
Rama",8005-310,Lenguaje,570.0
2026,"Liceo Aytue
Rama",8005-310,M1,582.5
2026,"Liceo Aytue
Rama",8005-310,M2,382.0
2026,"Liceo Aytue
Rama",8005-310,Historia,486.0
2026,"Liceo Aytue
Rama",8005-310,Ciencias,428.1
2026,"Liceo Aytue
Rama",8005-310,Obligatoria,588.5
2026,"Liceo Aytue
Rama",8005-363,Lenguaje,471.5
2026,"Liceo Aytue
Rama",8005-363,M1,456.8
2026,"Liceo Aytue
Rama",8005-363,M2,0.0
2026,"Liceo Aytue
Rama",8005-363,Historia,460.0
2026,"Liceo Aytue
Rama",8005-363,Ciencias,0.0
2026,"Liceo Aytue
Rama",8005-363,Obligatoria,464.1
2026,"Liceo Aytue
Rama",8005-510,Lenguaje,519.2
2026,"Liceo Aytue
Rama",8005-510,M1,546.2
2026,"Liceo Aytue
Rama",8005-510,M2,383.0
2026,"Liceo Aytue
Rama",8005-510,Historia,429.3
2026,"Liceo Aytue
Rama",8005-510,Ciencias,385.2
2026,"Liceo Aytue
Rama",8005-510,Obligatoria,537.2
2026,"Escuela De Adultos De Castro
Rama",8023-363,Lenguaje,526.6
